"id";"Titulo";"anoLetivo";"avaliacaoProposta";"coorientador";"dataEstado";"dataProposta";"descricao";"entidade";"estado";"idGrupo";"idtfc";"motivoRecusa";"numeroInscricoes";"orientador";"orientadorProposto";"preponente";"semestre";"tecnologias"
251;Aplicação mobile central de apps existentes;"2021";Aceite;;"2022-10-07";"2022-10-07";Pretende-se o desenvolvimento de uma APP mobile que interligarâ informações de APPs existentes, funcionarâ como uma APP central, pretende-se que disponha de um sistema de login com dados internos, permita aos colaboradores o preenchimento de folha de horas, terâ um chat entre utilizadores, outre outras funções.;79;Publicado;;Empresa251;;0;p5932;p5932;emp79;0;
252;Sistema de medicina ocupacional;"2021";Aceite;;"2022-10-07";"2022-10-07";"Proponho a criação de um sistema de gestão que visa dar auxílio à medicina do trabalho, permitindo assim ,em função dos riscos que cada empregado estâ exposto, de acordo a sua função e setor na empresa, fazer o controle e acompanhamento de cada um, apresentando de forma grâfica a quantidade de consultas efetuadas, organizando os funcionârios por grupos de doença, exames necessârios para cada função e trabalhador, tipos de risco, riscos que cada setor apresenta, etc. 
";10;Publicado;;Aluno252;;0;p2703;p2703;a21504084;0;
253;DEISI ASK (Continuação);"2021";Recusado;;"2022-10-07";"2022-10-07";"Continuação do projeto DEISI ASK.
- Correção de bugs
- Implementação de novas funcionalidades (Exportação de dados relativamente â aplicação para os docentes calcularem o nível de desempenho dos alunos; Permitir ao docente criar um tópico ""Informativo"", i.e, não ter comentârios, nem votos (WIKI); Estudo de outras funcionalidades semelhantes ao Jira e ao Confluence; Outras funcionalidades que venham a ser requeridas pelo corpo de docentes)
- Deploy da aplicação para produção
CoProf Rui S.";10;Recusado;;Aluno253;Proposta não validada por orientador proposto. Pode ser submetida novamente, msa deve ter validação por orientador. Projecto DEISI ASK não tem alterações para justifica rnovo TFC, antecipa-se rejeição se não houver alterções à proposta;0;p4997;p4997;a22003398;0;
254;Aplicação Web com recurso à ferramenta OutSystems;"2021";Aceite;;"2022-10-07";"2022-10-07";"Desenvolvimento de aplicação Web com recurso à ferramenta OutSystems que visa assegurar a aleatoridade de controlos de dopagem atravez da seleção aleatória de equipas de modalidades coletivas e respetivos atletas.
A aplicação pretende garantir e registar para efeitos de auditoria que a seleção aleatória das equipas de determinada modalidade coletiva é feita de forma justa e imparcial.";10;Publicado;84;G254;;0;p2357;p2357;a20060775;0;
255;Combater o desperdício alimentar e 'controlar' a despensa;"2021";Aceite;;"2022-10-07";"2022-10-07";Pretende-se criar uma aplicação móvel para combater o desperdício alimentar. O objetivo é saber as datas de validade dos produtos que adquire e que tem na despensa, podendo receber notificações sobre a aproximação do fim da validade destes na altura em que desejar (um dia/uma semana/um mês antes) - sujeito a configuração pelo utilizador. Os artigos serão introduzidos e catalogados na app através do respetivo código de barras, de uma foto ou ainda manualmente. ;10;Publicado;86;G255;;0;p5617;p5617;a20076288;0;
256; Tickets  e anâlise estatística - Front End e Back End;"2021";;;"2022-10-07";"2022-10-07";Aplicação de gestão empresarial com suporte para resolução de tickets  e anâlise estatística dos mesmos . O projeto serâ dividido em componente de back e front end.;;Publicado;;DEISI256;;0;p6115;;p6115;0;
257;Design inclusivo (e acessível) em canais de vendas online ;"2021";;;"2022-10-07";"2022-10-07";O objetivo deste TFC é o estudante aplicar os conhecimentos adquiridos nas UCs de Interação Humano Mâquina e Aplicações para a Web aos canais de venda online (Web e Mobile) de uma empresa. Como? Investigando e avaliando o nível de conformidade com as normas da WCAG, propondo um novo desenho e/ou alterações à programação por forma a tornar os canais mais acessíveis a pessoas com incapacidades, sejam elas permanentes ou temporârias. O projeto serâ realizado em parceria com uma empresa.;81;Publicado;;DEISI257;;0;p2211;;p2211;0;
258;Modelamento multi-agente de interações em grupos sociais.;"2021";;;"2022-10-07";"2022-10-07";O objetivo de este TFC é desevolver um modelo baseado em agentes para estudar como as normas sociais influenciam comportamentos intra-grupo e inter-grupo através de simulações. Durante o TFC o aluno estudarâ a literatura clâssica de sistemas multi-agente no contexto de redes sociais, e irâ usar dados reais obtidos em escolas Portuguesas para a construção e validação do seu modelo. Este TFC de cariz científico estâ orientado à possibilidade de publicar os resultados.;;Publicado;;DEISI258;;0;p5265;;p5265;0;
259;Aplicação mobile para requisição de livros de uma biblioteca escolar;"2021";Aceite;;"2022-10-07";"2022-10-07";Pretende-se criar uma aplicação android que iria permitir a eficiência na requisição de livros de uma biblioteca escolar, com o intuito em apoiar e fortalecer o projeto pedagógico das escolas. O objetivo é ajudar alunos e professores a encontrem livros sem complicações, em que só precisam inserir o título do livro ou o autor para acessar uma lista de livros relevantes para sua consulta de pesquisa, bem como fazer registros de empréstimos de livros e ser alertado sobre o fim para a devolução.;82;Publicado;;Aluno259;;0;p5653;p5653;a21505293;0;
260;Desenvolvimento de aplicação WEB em PHP usando o gerador de código PhpMyEDIT;"2021";;;"2022-10-07";"2022-10-07";Desde o inicio do século que hâ geradores de código baseados em tabelas. Este tipo de software aponta para uma tabela e faz a geração de todo o código CRUD a partir dos campos da tabela. O PhpMyEdit é um gerador deste tipo, jâ com alguns anos no mercado, open source e free, que serve de base a vârios produtos comerciais. Com este trabalho propomos que o alune estude o código do PhpMyEdit e desenvolva uma aplicação WEB simples usando a geração de código.;;Publicado;;DEISI260;;0;p2357;;p2357;0;
261;Id_Cap - Recolha de  dados de moradas de documentos normalizados;"2021";Aceite;;"2022-10-07";"2022-10-07";"O projeto consiste na construção de uma aplicação mobile que efetue a recolha de comprovativos de morada a partir de documentos normalizados (fatura da eletricidade, gâs, telecomunicações, etc) e que tenha a capacidade de detetar novos templates e sugerir criação / atualização dos mesmos.

Tema jâ atribuido";78;Publicado;;Empresa261;;0;p6255;p6255;emp78;0;
262;Id_Cap - Recolha de  dados de moradas de documentos normalizados;"2021";Aceite;;"2022-10-07";"2022-10-07";"O projeto consiste na construção de uma aplicação mobile que efetue a recolha de comprovativos de morada a partir de documentos normalizados (fatura da eletricidade, gâs, telecomunicações, etc) e que tenha a capacidade de detetar novos templates e sugerir criação / atualização dos mesmos.
";78;Indisponivel;;Empresa262;;0;p6255;p6255;emp78;0;
263;AARO - Auto Avaliação de Risco da Organização;"2021";;;"2022-10-07";"2022-10-07";"Pretende-se desenvolver uma aplicação para identificar, documentar e avaliar os riscos operacionais associados aos principais processos de negócios. O trabalho inclui uma fase inicial de levantamento de requisitos com base em focus groups envolvendo elementos da ârea de risco e continuidade do negócio. O objetivo é produzir uma aplicação piloto que serâ utilizada por empresas do setor financeiro (banca ou seguros).
Tema jâ atribuido";78;Publicado;;DEISI263;;0;p6255;;p6255;0;
264;DEISI236;"2021";Recusado;;"2022-10-07";"2022-10-07";Aplicação Web para estimação de cobertura celular de drones por sistemas de comunicações móveis 4G e 5G. ;10;Recusado;;Aluno264;Tema invâlido;0;p901798;p901798;a21902652;0;
265;DataHub;"2021";;;"2022-10-07";"2022-10-07";"Desenvolvimento API de base Cloud para integração multi-aplicaional.
Pretende-se desenvolver uma solução que centralize e distribua alterações a dados de vârias aplicações de uma organização, mediante regras precedências e necessidades operacionais ";83;Publicado;;DEISI265;;0;p2703;;p2703;0;
266;Site de publicação de conteúdo audiovisual;"2021";Aceite;;"2022-10-07";"2022-10-07";Site para publicação de conteúdo fotogrâfico, havendo possibilidade de submissões externas, que um administrador revê posteriormente, e escolhe publicar ou não consoante a qualidade da submissão.Um dos objetivos do site é uma secção para pequenas entrevistas e/ou vídeos. Um frontEnd que vai estar encarregue de toda a apresentação ao publico geral e um backEnd para tratar das submissões e publicação dos conteúdos. O site tem potencial para expansão havendo possibilidade de abordar outras âreas.;10;Publicado;;Aluno266;;0;p2357;p2357;a21805677;0;
267;DEISI236;"2021";;;"2022-10-07";"2022-10-07";Aplicação Web para estimação de cobertura celular de drones por sistemas de comunicações móveis 4G e 5G. ;;A Aguardar Aprovação;;Aluno267;;0;;p6069;a21902652;0;
268;Classificador baseado em algoritmos de machine learning para deteção de shots em transições de video;"2022";;;"2022-10-07";"2022-10-07";A deteção de shots constitui-se como uma tarefa fundamental para o processo de sumarização e produção de vídeos. A utilização de mecanismos baseados em inteligência artificial constitui-se como uma alternativa de especial destaque alinhada com a evolução tecnológica que temos observado ao longo dos últimos anos. O objectivo é estimular o estudo e consequente aplicação de algoritmos de inteligência artificial para o desempenho deste tipo de tarefa de forma automâtica. ;;Publicado;;DEISI268;;2;p5782;;p5782;0;
269;Plataforma para monitorização da temperatura e posição corporal com detecção/alarme de quedas;"2022";;;"2022-10-07";"2022-10-07";Diversas aplicações têm surgido no âmbito da internet das coisas e a saúde tem adquirido um particular destaque neste âmbito. Neste projecto pretende-se implementar uma plataforma de visualização sem fios para monitorização da temperatura e posição corporal, com detecção de quedas.  Os alunos são encorajados a utilizar uma linguagem de programação com a qual se sintam confortâveis e toda a componente de aquisição serâ realizada com recurso a sensores e de um arduino. C/orientação João Carvalho;;Publicado;;DEISI269;;0;p5782;;p5782;0;
270;Sistema para Monitorização de Plantas;"2022";;;"2022-10-07";"2022-10-07";Diversas aplicações têm surgido no âmbito da internet das coisas e no que toca à componente de monitorização do mundo que nos rodeia tal não é excepção. Neste projecto pretende-se implementar um protótipo de um nó para monitorização e controlo de plantas usando uma rede bluetooth.  Os alunos são encorajados a utilizar uma linguagem de programação com a qual se sintam confortâveis e toda a componente de aquisição serâ realizada com recurso a sensores e de um arduino. Orientação c/João Carvalho;;Publicado;;DEISI270;;0;p5782;;p5782;0;
271;Aplicação móvel para registo de revisões de carros;"2022";;;"2022-10-07";"2022-10-07";"Por vezes as pessoas quando levam o carro ao mecânico esquecem-se de quando é que trocaram determinada peça do carro. Esta aplicação móvel tem como objetivo permitir o registo em cloud (através do Firebase) de revisões dos carros. Esta aplicação serâ desenvolvida com recurso à (muito provavelmente) tecnologia mais evoluida do mercado, o Flutter. O Flutter permite fazer desenvolvimento móvel para iOS, Android, Web e até Desktop. 

Este projeto serâ desenvolvido por um aluno, não por um grupo.";;Publicado;;DEISI271;;0;p5502;;p5502;0;
272;Solução de registo de momentos de avaliação;"2022";;;"2022-10-07";"2022-10-07";"Alguns alunos têm dificuldades em organizarem-se face aos vârios momentos de avaliação ao longo do semestre. Esta solução passa pelo desenvolvimento de uma solução que permitirâ o registo dos momentos de avaliação através de um backoffice, que consequentemente poderão ser consultados através de uma aplicação móvel.
Esta aplicação serâ desenvolvida com recurso à tecnologia mais evoluida do mercado, o Flutter. O Flutter permite fazer desenvolvimento móvel para iOS, Android, Web e até Desktop. ";;Publicado;;DEISI272;;0;p5502;;p5502;0;
273;Loteamentos ilegais, construções clandestinas, AUGI's na ârea da Grande Lisboa, ;"2022";;;"2022-10-07";"2022-10-07";Hâ muitos anos foram feitos muitos loteamentos ilegais (muitos terrenos foram objeto de operações físicas de parcelamento ilegal para construção sem infraestruturas). Foram criadas pelas Câmaras Municipais vârias AUGI (Íreas Urbanas de Génese Ilegal). Pretende-se com o presente trabalho fazer o levantamento exaustivo no terreno na ârea da Grande Lisboa nas vârias Câmaras Municipais e criar um site para apresentação do trabalho feito, divulgação do tema e recolha de informação. Pode ser em grupo.;;Publicado;;DEISI273;;0;p2;;p2;0;
